,approach,model_label,classifier,preprocessing,undersampling,anomaly,metric,1,import_order,absolute
4646,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,4592,0.0
4702,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,4648,0.0
4758,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,4704,0.0
4814,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,4760,0.0
4870,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,4816,0.0
4926,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,f1-score,-0.0606060606060606,4872,0.0
4121,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.010471204188481686,4088,0.829885846708437
4177,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.02720796498154665,4144,0.846622607501502
4233,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.00025748862758567803,4200,0.819672131147541
4289,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.04712041884816753,4256,0.8665350613681229
4345,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.01622178353789383,4312,0.8356364260578492
4401,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,-0.009956226933310441,4368,0.8094584155866449
4457,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.04042571453094157,4424,0.8598403570508969
4513,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.02514805596086178,4480,0.8445626984808171
4569,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.02016994249420656,4536,0.8395845850141619
4625,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.01313192000686636,4592,0.8325465625268217
4681,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.04677710067805341,4648,0.8661917431980087
4737,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.028924555832117504,4704,0.8483391983520728
4793,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.01819586301605014,4760,0.8376105055360055
4849,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.0013732726804566164,4816,0.8207879152004119
4905,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,recall,0.007638829285040005,4872,0.8270534718049953
4089,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.1346204017740673,4088,0.8790764414296895
4145,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.10683537698930345,4144,0.8512914166449257
4201,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.058961648839029435,4200,0.8034176884946517
4257,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.0867466736237934,4256,0.8312027132794156
4313,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.10253065483955126,4312,0.8469866944951735
4369,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.04069919123402033,4368,0.7851552308896426
4425,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.07787633707278896,4424,0.8223323767284112
4481,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.0536133576832768,4480,0.798069397338899
4537,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.08413775110879207,4536,0.8285937907644143
4593,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.10670493086355337,4592,0.8511609705191756
4649,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.022175841377511052,4648,0.7666318810331333
4705,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.05830941821027913,4704,0.8027654578659014
4761,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.11127054526480562,4760,0.8557265849204279
4817,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.09392121054004698,4816,0.8383772501956692
4873,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,recall,0.1078789459953039,4872,0.8523349856509261
4105,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Conflict,recall,0.13712471131639725,4088,0.7153579676674365
4161,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Conflict,recall,0.12961893764434174,4144,0.707852193995381
4217,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Conflict,recall,0.017032332563510333,4200,0.5952655889145496
4273,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Conflict,recall,0.09786374133949194,4256,0.6760969976905312
4329,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Conflict,recall,0.13654734411085445,4312,0.7147806004618937
4385,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Conflict,recall,0.009815242494226273,4368,0.5880484988452656
4441,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Conflict,recall,0.13106235565819857,4424,0.7092956120092379
4497,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Conflict,recall,0.06784064665127021,4480,0.6460739030023095
4553,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Conflict,recall,0.10392609699769051,4536,0.6821593533487298
4609,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Conflict,recall,0.13077367205542723,4592,0.7090069284064665
4665,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Conflict,recall,-0.015877598152424954,4648,0.5623556581986143
4721,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Conflict,recall,0.1174942263279446,4704,0.6957274826789839
4777,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Conflict,recall,0.1368360277136258,4760,0.7150692840646651
4833,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Conflict,recall,0.125,4816,0.7032332563510393
4889,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Conflict,recall,0.10594688221709003,4872,0.6841801385681293
4137,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.08180494905385732,4088,0.5816593886462882
4193,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.023871906841339163,4144,0.52372634643377
4249,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,-0.04308588064046581,4200,0.45676855895196505
4305,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.03347889374090246,4256,0.5333333333333333
4361,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.028820960698689946,4312,0.5286754002911208
4417,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,-0.01717612809315866,4368,0.4826783114992722
4473,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.03755458515283844,4424,0.5374090247452693
4529,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,-0.05560407569141196,4480,0.4442503639010189
4585,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,-0.004366812227074246,4536,0.4954876273653566
4641,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.08442503639010185,4592,0.5842794759825327
4697,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,-0.038719068413391566,4648,0.4611353711790393
4753,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,-0.024745269286754024,4704,0.47510917030567684
4809,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.0034934497816593857,4760,0.5033478893740903
4865,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.054439592430858774,4816,0.5542940320232896
4921,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Inflight Event / Encounter,recall,0.043377001455604025,4872,0.5432314410480349
4097,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_ATC Issue,recall,0.05529225908372826,4088,0.5791469194312796
4153,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.02274881516587679,4144,0.5011058451816746
4209,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.14913112164297,4200,0.37472353870458136
4265,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.10742496050552924,4256,0.4164296998420221
4321,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.03222748815165877,4312,0.4916271721958926
4377,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.07614533965244868,4368,0.44770932069510266
4433,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.10142180094786729,4424,0.42243285939968406
4489,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.11532385466034756,4480,0.4085308056872038
4545,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.07235387045813585,4536,0.4515007898894155
4601,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.01548183254344393,4592,0.5083728278041074
4657,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.14849921011058453,4648,0.3753554502369668
4713,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.07330173775671406,4704,0.4505529225908373
4769,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_ATC Issue,recall,0.049289099526066305,4760,0.5731437598736177
4825,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_ATC Issue,recall,0.02243285939968409,4816,0.5462875197472354
4881,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_ATC Issue,recall,-0.04834123222748815,4872,0.4755134281200632
4109,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,0.10334872979214782,4088,0.5715935334872979
4165,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,0.019630484988452657,4144,0.48787528868360275
4221,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,-0.0969976905311778,4200,0.3712471131639723
4277,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,-0.013856812933025375,4256,0.4543879907621247
4333,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,0.03406466512702078,4312,0.5023094688221709
4389,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,-0.056581986143187046,4368,0.41166281755196305
4445,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,-0.025981524249422627,4424,0.44226327944572746
4501,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,-0.010969976905311762,4480,0.45727482678983833
4557,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,0.03464203233256358,4536,0.5028868360277137
4613,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,0.049653579676674386,4592,0.5178983833718245
4669,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,-0.07852193995381063,4648,0.38972286374133946
4725,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,-0.027713625866050806,4704,0.4405311778290993
4781,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,-0.0323325635103926,4760,0.4359122401847575
4837,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,0.026558891454965372,4816,0.49480369515011546
4893,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Altitude,recall,0.038106235565819935,4872,0.50635103926097
4117,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.17142857142857149,4088,0.5521739130434783
4173,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.07453416149068326,4144,0.45527950310559007
4229,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,-0.05590062111801242,4200,0.3248447204968944
4285,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.04472049689440999,4256,0.4254658385093168
4341,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.07763975155279507,4312,0.4583850931677019
4397,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.016149068322981408,4368,0.3968944099378882
4453,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.1341614906832298,4424,0.5149068322981366
4509,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.03291925465838513,4480,0.41366459627329194
4565,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.049068322981366486,4536,0.4298136645962733
4621,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.10310559006211184,4592,0.48385093167701865
4677,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,-0.08260869565217388,4648,0.2981366459627329
4733,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.04099378881987581,4704,0.4217391304347826
4789,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.06583850931677021,4760,0.446583850931677
4845,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.07329192546583851,4816,0.4540372670807453
4901,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Track / Heading,recall,0.003105590062111807,4872,0.3838509316770186
4133,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.09905660377358488,4088,0.5013477088948787
4189,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.03032345013477089,4144,0.4326145552560647
4245,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.11522911051212936,4200,0.28706199460916443
4301,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.03369272237196769,4256,0.4359838274932615
4357,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.03032345013477089,4312,0.4326145552560647
4413,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.09029649595687328,4368,0.3119946091644205
4469,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.0074123989218328745,4424,0.3948787061994609
4525,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.10040431266846361,4480,0.3018867924528302
4581,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.07210242587601079,4536,0.330188679245283
4637,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.006064690026954145,4592,0.39622641509433965
4693,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.13746630727762804,4648,0.26482479784366575
4749,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.04312668463611857,4704,0.3591644204851752
4805,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.030997304582210228,4760,0.433288409703504
4861,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.0357142857142857,4816,0.4380053908355795
4917,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.012129380053908345,4872,0.41442048517520214
4101,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.03762376237623766,4088,0.6026402640264027
4157,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.0,4144,0.565016501650165
4213,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.06336633663366342,4200,0.5016501650165016
4269,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.04290429042904298,4256,0.5221122112211221
4325,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.017821782178217838,4312,0.5828382838283829
4381,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.042244224422442245,4368,0.5227722772277228
4437,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.009240924092409175,4424,0.5742574257425742
4493,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.06006600660066008,4480,0.504950495049505
